Date,Time,AQI,PM10,PM2.5,NO2,SO2,CO,O3
2025-03-31,22:00:00,2,22,17,40,5,414,21
2025-03-31,23:00:00,2,17,14,32,2,391,18
2025-04-01,00:00:00,1,9,8,13,1,317,30
2025-04-01,01:00:00,2,5,5,3,1,270,66
2025-04-01,02:00:00,2,5,5,2,1,274,64
2025-04-01,03:00:00,2,4,4,2,1,267,66
2025-04-01,04:00:00,2,4,4,2,1,260,72
2025-04-01,05:00:00,2,8,8,2,1,267,71
2025-04-01,06:00:00,2,13,12,2,2,274,70
2025-04-01,07:00:00,2,13,12,2,2,277,72
2025-04-01,08:00:00,2,10,10,2,2,274,73
2025-04-01,09:00:00,2,9,8,2,2,270,72
2025-04-01,10:00:00,2,8,8,2,2,270,71
2025-04-01,11:00:00,2,9,8,2,2,270,72
2025-04-01,12:00:00,2,9,8,2,2,270,77
2025-04-01,13:00:00,2,8,8,1,2,270,82
2025-04-01,14:00:00,2,8,7,1,1,270,85
2025-04-01,15:00:00,2,8,8,1,2,270,87
2025-04-01,16:00:00,2,10,9,2,2,274,85
2025-04-01,17:00:00,2,10,10,2,3,280,83
2025-04-01,18:00:00,2,11,11,3,3,284,82
2025-04-01,19:00:00,2,12,11,4,3,287,77
2025-04-01,20:00:00,2,11,11,5,2,294,72
2025-04-01,21:00:00,2,12,11,5,2,294,70
2025-04-01,22:00:00,2,12,12,5,2,297,64
2025-04-01,23:00:00,2,13,12,6,1,300,57
2025-04-02,00:00:00,2,13,13,6,1,300,51
2025-04-02,01:00:00,2,15,14,5,1,300,46
2025-04-02,02:00:01,2,16,15,6,1,304,44
2025-04-02,03:00:00,2,17,16,7,1,307,41
2025-04-02,04:00:00,2,18,17,8,2,310,39
2025-04-02,05:00:00,2,19,18,8,2,317,38
2025-04-02,06:00:00,2,20,19,9,3,324,35
2025-04-02,07:00:00,2,22,21,11,3,340,34
2025-04-02,08:00:00,2,24,22,11,3,347,34
2025-04-02,09:00:00,2,25,24,9,3,337,38
2025-04-02,10:00:00,2,25,24,11,7,317,53
2025-04-02,11:00:00,2,25,23,10,7,307,59
2025-04-02,12:00:00,2,25,23,9,8,300,69
2025-04-02,13:00:00,3,15,14,7,9,264,107
2025-04-02,14:00:00,3,10,10,4,6,257,120
2025-04-02,15:00:00,3,9,9,4,5,254,123
2025-04-02,16:00:00,3,9,8,6,5,264,112
2025-04-02,17:00:00,2,10,9,8,5,284,94
2025-04-02,18:00:00,2,11,9,13,5,310,83
2025-04-02,19:00:00,2,11,10,15,6,334,79
2025-04-02,20:00:00,2,11,10,12,5,330,81
2025-04-02,21:00:00,2,11,9,9,4,320,84
2025-04-02,22:00:00,2,10,9,6,2,307,85
2025-04-02,23:00:00,2,9,8,5,2,297,80
2025-04-03,00:00:00,2,9,8,5,1,294,75
2025-04-03,01:00:00,2,8,8,4,1,287,68
2025-04-03,02:00:00,2,8,7,3,1,284,61
2025-04-03,03:00:00,1,8,7,3,1,284,57
2025-04-03,04:00:00,1,8,8,3,1,287,54
2025-04-03,05:00:00,1,8,8,4,1,290,54
2025-04-03,06:00:00,1,8,7,4,1,290,53
2025-04-03,07:00:00,1,7,7,4,1,290,52
2025-04-03,08:00:00,1,7,6,4,1,290,50
2025-04-03,09:00:00,1,6,5,4,1,287,49
2025-04-03,10:00:00,1,6,5,4,1,287,50
2025-04-03,11:00:00,1,5,5,3,1,284,52
2025-04-03,12:00:00,1,5,4,3,1,284,54
2025-04-03,13:00:00,2,4,4,2,1,280,64
2025-04-03,14:00:00,2,4,4,1,0,284,67
2025-04-03,15:00:00,2,5,5,2,1,290,64
2025-04-03,16:00:00,2,7,6,3,4,297,62
2025-04-03,17:00:00,2,7,7,5,8,294,65
2025-04-03,18:00:00,2,6,6,4,7,284,69
2025-04-03,19:00:00,2,5,4,3,4,280,70
2025-04-03,20:00:00,2,5,4,2,2,280,71
2025-04-03,21:00:00,2,5,5,2,1,284,69
2025-04-03,22:00:00,2,6,5,2,1,287,67
2025-04-03,23:00:00,2,5,5,3,1,284,67
2025-04-04,00:00:00,2,5,4,3,1,280,67
2025-04-04,01:00:00,2,5,4,3,1,280,63
2025-04-04,02:00:00,1,5,4,3,1,284,58
2025-04-04,03:00:00,1,5,4,3,1,287,55
2025-04-04,04:00:00,1,5,4,3,1,287,52
2025-04-04,05:00:00,1,5,4,3,0,287,48
2025-04-04,06:00:00,1,6,4,4,1,294,44
2025-04-04,07:00:00,1,6,5,6,1,307,39
2025-04-04,08:00:00,1,6,4,7,1,314,35
2025-04-04,09:00:00,1,5,4,6,1,307,34
2025-04-04,10:00:01,1,4,3,3,1,290,57
2025-04-04,11:00:00,2,3,3,2,1,287,64
2025-04-04,12:00:00,2,4,3,2,1,284,73
2025-04-04,13:00:00,2,6,6,3,7,274,91
2025-04-04,14:00:00,2,9,8,3,10,274,97
2025-04-04,15:00:00,3,5,5,1,5,267,103
2025-04-04,16:00:00,3,2,2,1,2,264,103
2025-04-04,17:00:00,2,2,2,1,2,267,99
2025-04-04,18:00:00,2,4,4,2,2,277,93
2025-04-04,19:00:00,2,5,3,1,1,250,81
2025-04-04,20:00:00,2,5,4,1,1,250,82
2025-04-04,21:00:00,2,6,4,1,1,250,83
2025-04-04,22:00:00,2,6,5,1,1,250,83
2025-04-04,23:00:00,2,7,6,1,1,254,83
2025-04-05,00:00:00,2,8,6,2,1,257,82
2025-04-05,01:00:00,2,8,7,2,1,260,82
2025-04-05,02:00:00,2,8,8,2,0,267,82
2025-04-05,03:00:00,2,8,7,1,0,264,82
2025-04-05,04:00:00,2,7,6,1,0,260,81
2025-04-05,05:00:00,2,6,5,1,0,257,81
2025-04-05,06:00:00,2,5,5,1,1,257,80
2025-04-05,07:00:00,2,5,5,1,1,260,78
2025-04-05,08:00:00,2,5,5,2,1,260,76
2025-04-05,09:00:00,2,6,5,2,1,264,75
2025-04-05,10:00:00,2,7,6,1,1,260,78
2025-04-05,11:00:00,2,7,6,1,1,257,79
2025-04-05,12:00:00,2,7,6,1,1,254,80
2025-04-05,13:00:00,2,8,6,1,1,254,84
2025-04-05,14:00:00,2,8,6,1,1,250,89
2025-04-05,15:00:00,2,7,6,1,1,247,93
2025-04-05,16:00:00,2,7,5,1,1,247,96
2025-04-05,17:00:00,2,6,5,1,1,247,96
2025-04-05,18:00:00,2,7,5,1,1,250,93
2025-04-05,19:00:00,2,7,6,2,1,250,90
2025-04-05,20:00:00,2,9,7,2,1,254,85
2025-04-05,21:00:00,2,11,8,2,1,254,77
2025-04-05,22:00:00,2,11,8,2,1,254,67
2025-04-05,23:00:00,2,11,8,2,1,254,66
2025-04-06,00:00:00,2,12,9,2,1,254,70
2025-04-06,01:00:00,2,12,9,2,1,254,74
2025-04-06,02:00:00,2,12,8,2,1,254,76
2025-04-06,03:00:00,2,13,8,2,1,250,74
2025-04-06,04:00:00,2,16,10,2,1,250,68
2025-04-06,05:00:00,2,20,11,2,1,250,64
2025-04-06,06:00:00,2,23,11,2,1,250,64
2025-04-06,07:00:00,2,19,10,2,1,257,65
2025-04-06,08:00:00,2,15,9,3,1,264,64
2025-04-06,09:00:00,2,14,9,3,1,267,62
2025-04-06,10:00:00,2,15,8,3,1,264,60
2025-04-06,11:00:00,1,16,8,3,1,264,59
2025-04-06,12:00:00,2,18,9,3,1,264,60
2025-04-06,13:00:00,2,20,10,2,1,264,63
2025-04-06,14:00:00,2,21,10,2,1,267,67
2025-04-06,15:00:00,2,22,10,3,2,267,71
2025-04-06,16:00:00,2,23,11,3,2,267,74
2025-04-06,17:00:00,2,22,11,6,3,274,72
2025-04-06,18:00:00,2,21,11,15,7,287,67
2025-04-06,19:00:00,2,20,12,23,8,314,55
2025-04-06,20:00:00,2,20,13,29,7,347,41
2025-04-06,21:00:00,2,22,15,35,6,381,30
2025-04-06,22:00:00,2,22,17,40,5,414,21
2025-04-06,23:00:00,2,17,14,32,2,391,18
2025-04-07,00:00:00,1,9,8,13,1,317,30
2025-04-07,01:00:00,2,5,5,3,1,270,66
2025-04-07,02:00:00,2,5,5,2,1,274,64
2025-04-07,03:00:00,2,4,4,2,1,267,66
2025-04-07,04:00:00,2,4,4,2,1,260,72
2025-04-07,05:00:00,2,8,8,2,1,267,71
2025-04-07,06:00:00,2,13,12,2,2,274,70
2025-04-07,07:00:00,2,13,12,2,2,277,72
2025-04-07,08:00:00,2,10,10,2,2,274,73
2025-04-07,09:00:00,2,9,8,2,2,270,72
2025-04-07,10:00:00,2,8,8,2,2,270,71
2025-04-07,11:00:00,2,9,8,2,2,270,72
2025-04-07,12:00:00,2,9,8,2,2,270,77
2025-04-07,13:00:00,2,8,8,1,2,270,82
2025-04-07,14:00:00,2,8,7,1,1,270,85
2025-04-07,15:00:00,2,8,8,1,2,270,87
2025-04-07,16:00:00,2,10,9,2,2,274,85
2025-04-07,17:00:00,2,10,10,2,3,280,83
2025-04-07,18:00:00,2,11,11,3,3,284,82
2025-04-07,19:00:00,2,12,11,4,3,287,77
2025-04-07,20:00:00,2,11,11,5,2,294,72
2025-04-07,21:00:00,2,12,11,5,2,294,70
2025-04-07,22:00:00,2,12,12,5,2,297,64
2025-04-07,23:00:00,2,13,12,6,1,300,57
2025-04-08,00:00:00,2,13,13,6,1,300,51
2025-04-08,01:00:00,2,15,14,5,1,300,46
2025-04-08,02:00:00,2,16,15,6,1,304,44
2025-04-08,03:00:00,2,17,16,7,1,307,41
2025-04-08,04:00:00,2,18,17,8,2,310,39
2025-04-08,05:00:00,2,19,18,8,2,317,38
2025-04-08,06:00:00,2,20,19,9,3,324,35
2025-04-08,07:00:00,2,22,21,11,3,340,34
2025-04-08,08:00:00,2,24,22,11,3,347,34
2025-04-08,09:00:00,2,25,24,9,3,337,38
2025-04-08,10:00:00,2,25,24,11,7,317,53
2025-04-08,11:00:00,2,25,23,10,7,307,59
2025-04-08,12:00:00,2,25,23,9,8,300,69
2025-04-08,13:00:00,3,15,14,7,9,264,107
2025-04-08,14:00:00,3,10,10,4,6,257,120
2025-04-08,15:00:00,2,1,0,0,0,149,95
2025-04-08,16:00:00,2,1,0,0,0,149,95
2025-04-08,17:00:00,3,1,0,0,0,149,110
2025-04-08,18:00:00,3,1,0,0,0,150,113
2025-04-08,19:00:00,3,0,0,0,0,151,110
2025-04-08,20:00:00,3,0,0,1,0,153,105
2025-04-08,21:00:00,3,1,0,1,0,155,102
2025-04-08,22:00:00,2,1,0,1,0,155,98
2025-04-08,23:00:00,2,1,0,1,0,156,96
2025-04-09,00:00:00,2,1,0,1,0,157,95
2025-04-09,01:00:00,2,1,0,1,0,157,94
2025-04-09,02:00:00,2,1,0,1,0,157,91
2025-04-09,03:00:00,2,1,0,1,0,157,88
2025-04-09,04:00:00,2,1,0,1,0,158,85
2025-04-09,05:00:00,2,1,0,1,0,159,78
2025-04-09,06:00:00,2,1,1,2,0,164,69
2025-04-09,07:00:00,1,1,1,3,0,171,59
2025-04-09,08:00:00,1,1,1,4,0,174,53
2025-04-09,09:00:00,1,1,1,3,0,171,55
2025-04-09,10:00:00,3,1,1,1,0,153,107
2025-04-09,11:00:00,3,1,0,0,0,150,112
2025-04-09,12:00:00,3,1,1,0,0,148,112
2025-04-09,13:00:00,3,1,1,0,0,149,113
2025-04-09,14:00:00,3,1,1,0,0,148,113
2025-04-09,15:00:00,3,1,1,0,0,147,113
2025-04-09,16:00:00,3,1,1,0,0,149,111
2025-04-09,17:00:00,3,1,1,0,0,150,110
2025-04-09,18:00:00,3,1,1,0,0,150,111
2025-04-09,19:00:00,3,1,1,1,0,151,102
2025-04-09,20:00:00,2,1,1,1,0,154,91
2025-04-09,21:00:00,2,1,1,2,0,156,86
2025-04-09,22:00:00,2,1,1,2,0,157,84
2025-04-09,23:00:00,2,1,1,2,0,159,78
2025-04-10,00:00:00,2,2,1,2,0,159,72
2025-04-10,01:00:00,2,2,1,2,0,159,66
2025-04-10,02:00:00,2,1,1,2,0,159,65
2025-04-10,03:00:00,2,1,1,1,0,159,67
2025-04-10,04:00:00,2,1,1,1,0,156,80
2025-04-10,05:00:00,2,1,1,1,0,154,87
2025-04-10,06:00:00,2,1,0,1,0,153,94
2025-04-10,07:00:00,3,0,0,1,0,154,101
2025-04-10,08:00:00,3,0,0,1,1,155,105
2025-04-10,09:00:00,3,0,0,1,1,155,109
2025-04-10,10:00:00,3,0,0,1,1,153,114
2025-04-10,11:00:00,3,0,0,0,1,150,116
2025-04-10,12:00:00,3,0,0,0,1,146,116
2025-04-10,13:00:00,3,0,0,0,1,146,116
2025-04-10,14:00:00,3,0,0,0,1,144,115
2025-04-10,15:00:00,3,0,0,0,0,144,113
2025-04-10,16:00:00,3,0,0,0,0,145,111
2025-04-10,17:00:00,3,0,0,0,0,145,112
2025-04-10,18:00:00,3,0,0,0,0,145,111
2025-04-10,19:00:00,3,0,0,0,0,145,108
2025-04-10,20:00:00,3,0,0,1,0,146,104
2025-04-10,21:00:00,3,0,0,1,0,147,101
2025-04-10,22:00:00,2,0,0,1,0,147,96
2025-04-10,23:00:00,2,0,0,1,0,148,91
2025-04-11,00:00:00,2,1,0,1,0,149,87
2025-04-11,01:00:00,2,1,0,1,0,149,84
2025-04-11,02:00:00,2,1,0,1,0,149,83
2025-04-11,03:00:00,2,1,0,1,0,151,82
2025-04-11,04:00:00,2,1,0,1,0,151,82
2025-04-11,05:00:00,2,1,0,1,0,152,83
2025-04-11,06:00:00,2,1,0,1,0,154,83
2025-04-11,07:00:00,2,1,0,2,0,155,82
2025-04-11,08:00:00,2,1,0,2,0,155,80
2025-04-11,09:00:00,2,1,0,2,0,155,81
2025-04-11,10:00:00,2,1,0,2,1,153,96
2025-04-11,11:00:00,3,1,1,2,1,152,100
2025-04-11,12:00:00,3,1,1,2,1,150,103
2025-04-11,13:00:00,3,1,1,1,1,149,109
2025-04-11,14:00:00,3,1,1,1,1,149,113
2025-04-11,15:00:00,3,1,1,1,1,150,115
2025-04-11,16:00:00,3,1,1,1,1,148,113
2025-04-11,17:00:00,3,1,0,1,0,146,110
2025-04-11,18:00:00,3,1,1,1,0,148,106
2025-04-11,19:00:00,2,1,1,1,0,150,98
2025-04-11,20:00:00,2,1,1,2,0,153,89
2025-04-11,21:00:00,2,1,1,2,0,156,83
2025-04-11,22:00:00,2,1,1,2,0,156,78
2025-04-11,23:00:00,2,1,1,2,0,156,75
2025-04-12,00:00:00,2,1,1,1,0,155,74
2025-04-12,01:00:00,2,1,0,1,0,153,74
2025-04-12,02:00:00,2,1,0,1,0,152,75
2025-04-12,03:00:00,2,0,0,1,0,152,75
2025-04-12,04:00:00,2,0,0,1,0,152,76
2025-04-12,05:00:00,2,0,0,1,0,152,79
2025-04-12,06:00:00,2,0,0,1,0,154,85
2025-04-12,07:00:00,2,0,0,1,0,155,90
2025-04-12,08:00:00,2,0,0,1,0,158,90
2025-04-12,09:00:00,2,0,0,1,0,160,89
2025-04-12,10:00:00,2,0,0,1,0,159,88
2025-04-12,11:00:00,2,0,0,1,0,158,87
2025-04-12,12:00:00,2,0,0,1,0,157,86
2025-04-12,13:00:00,2,0,0,0,0,154,96
2025-04-12,14:00:00,2,0,0,0,0,152,98
2025-04-12,15:00:00,2,0,0,0,0,151,98
2025-04-12,16:00:00,2,0,0,0,0,152,98
2025-04-12,17:00:00,3,0,0,1,0,153,101
2025-04-12,18:00:00,2,0,0,1,0,152,100
2025-04-12,19:00:00,2,0,0,1,0,154,91
2025-04-12,20:00:00,2,0,0,1,0,155,80
2025-04-12,21:00:00,2,0,0,2,0,157,72
2025-04-12,22:00:00,2,1,0,2,0,160,66
2025-04-12,23:00:00,2,1,0,2,0,162,64
2025-04-13,00:00:00,2,1,1,2,0,163,64
2025-04-13,01:00:00,2,1,1,2,0,162,64
2025-04-13,02:00:00,2,1,1,2,0,162,61
2025-04-13,03:00:00,1,1,1,2,0,163,55
2025-04-13,04:00:00,1,1,1,2,0,164,49
2025-04-13,05:00:00,1,1,1,2,0,165,44
2025-04-13,06:00:00,1,2,1,2,0,169,40
2025-04-13,07:00:00,1,2,2,3,0,172,35
2025-04-13,08:00:00,1,2,2,2,0,172,32
2025-04-13,09:00:00,1,2,2,2,0,169,36
2025-04-13,10:00:00,2,1,1,1,0,156,83
2025-04-13,11:00:00,2,1,1,1,0,152,89
2025-04-13,12:00:00,2,1,1,0,0,149,90
2025-04-13,13:00:00,3,1,1,0,0,147,103
2025-04-13,14:00:00,3,1,0,0,0,145,107
2025-04-13,15:00:00,3,1,1,0,0,144,107
2025-04-13,16:00:00,2,1,1,1,0,147,99
2025-04-13,17:00:00,2,1,1,1,0,148,96
2025-04-13,18:00:00,2,1,1,1,0,149,90
2025-04-13,19:00:00,2,1,1,1,0,150,85
2025-04-13,20:00:00,2,1,1,1,0,152,79
2025-04-13,21:00:00,2,1,1,1,0,154,76
2025-04-13,22:00:00,2,1,1,2,0,154,69
2025-04-13,23:00:00,2,1,1,2,0,157,63
2025-04-14,00:00:00,1,2,1,2,0,160,59
2025-04-14,01:00:00,1,2,1,2,0,162,56
2025-04-14,02:00:00,1,2,1,2,0,164,56
2025-04-14,03:00:00,1,2,1,2,0,165,57
2025-04-14,04:00:00,2,2,2,2,0,165,61
2025-04-14,05:00:00,2,2,2,2,0,166,62
2025-04-14,06:00:00,2,2,2,2,0,167,60
2025-04-14,07:00:00,1,2,2,3,0,169,57
2025-04-14,08:00:00,1,3,2,3,0,169,55
2025-04-14,09:00:00,1,3,2,2,1,166,57
2025-04-14,10:00:00,2,3,2,2,1,159,81
2025-04-14,11:00:00,2,3,2,2,2,155,88
2025-04-14,12:00:00,2,3,2,2,2,153,93
2025-04-14,13:00:00,3,3,2,1,2,149,113
2025-04-14,14:00:00,3,2,2,1,2,146,119
2025-04-14,15:00:00,3,3,2,1,2,145,121
2025-04-14,16:00:00,3,3,2,1,2,147,120
2025-04-14,17:00:01,3,5,4,1,2,149,116
2025-04-14,18:00:00,3,5,4,1,2,150,110
2025-04-14,19:00:00,3,5,4,1,2,150,102
2025-04-14,20:00:00,2,5,4,2,2,152,92
2025-04-14,21:00:00,2,5,4,2,1,153,85
2025-04-14,22:00:00,2,4,3,2,1,152,78
2025-04-14,23:00:00,2,4,3,3,1,152,74
2025-04-15,00:00:00,2,3,3,3,1,152,71
2025-04-15,01:00:00,2,3,2,3,1,150,69
2025-04-15,02:00:00,2,3,2,2,1,149,68
2025-04-15,03:00:00,2,2,2,2,1,147,69
2025-04-15,04:00:00,2,2,2,2,1,144,71
2025-04-15,05:00:00,2,3,2,2,1,143,72
2025-04-15,06:00:00,2,3,2,2,1,142,73
2025-04-15,07:00:00,2,4,2,2,1,142,75
2025-04-15,08:00:00,2,5,2,2,1,141,75
2025-04-15,09:00:00,2,6,2,2,1,140,78
2025-04-15,10:00:00,2,11,3,3,1,139,89
2025-04-15,11:00:00,2,13,3,2,1,137,92
2025-04-15,12:00:00,2,16,4,2,1,134,96
2025-04-15,13:00:00,3,23,6,1,1,139,107
2025-04-15,14:00:00,3,29,8,1,1,150,111
2025-04-15,15:00:00,3,33,9,1,1,156,112
2025-04-15,16:00:00,3,34,9,1,1,160,111
2025-04-15,17:00:00,3,23,6,1,1,147,102
2025-04-15,18:00:00,2,21,6,2,1,148,98
2025-04-15,19:00:00,2,19,5,3,1,147,93
2025-04-15,20:00:00,2,17,5,3,1,147,87
2025-04-15,21:00:00,2,16,4,3,1,147,81
2025-04-15,22:00:00,2,16,4,3,1,146,74
2025-04-15,23:00:00,2,16,5,3,1,146,68
2025-04-16,00:00:00,2,17,5,3,1,145,63
2025-04-16,01:00:00,1,18,6,2,0,143,58
2025-04-16,02:00:00,1,19,6,2,0,141,56
2025-04-16,03:00:00,2,20,6,1,0,139,56
2025-04-16,04:00:00,2,21,7,1,0,137,57
2025-04-16,05:00:00,2,22,7,1,0,136,59
2025-04-16,06:00:00,2,21,7,1,0,137,60
2025-04-16,07:00:00,2,21,7,2,0,138,61
2025-04-16,08:00:00,2,20,6,2,0,139,61
2025-04-16,09:00:00,2,20,6,2,1,140,64
2025-04-16,10:00:00,2,23,7,3,2,151,79
2025-04-16,11:00:00,2,24,8,3,2,157,88
2025-04-16,12:00:01,2,24,8,2,2,155,97
2025-04-16,13:00:00,3,22,6,1,1,148,109
2025-04-16,14:00:00,3,18,5,1,1,139,113
2025-04-16,15:00:00,3,15,4,1,1,134,113
2025-04-16,16:00:00,3,12,4,1,1,133,112
2025-04-16,17:00:00,3,12,3,1,1,134,108
2025-04-16,18:00:00,3,10,3,1,1,134,103
2025-04-16,19:00:00,2,9,3,2,1,134,96
2025-04-16,20:00:00,2,7,3,2,1,136,89
2025-04-16,21:00:00,2,7,3,3,1,138,83
2025-04-16,22:00:00,2,6,2,3,1,138,76
2025-04-16,23:00:00,2,6,2,4,1,139,70
2025-04-17,00:00:00,2,6,2,4,1,140,65
2025-04-17,01:00:00,2,6,2,4,1,138,61
2025-04-17,02:00:00,1,6,2,3,1,138,60
2025-04-17,03:00:00,1,7,3,3,1,136,59
2025-04-17,04:00:00,1,7,3,2,1,135,58
2025-04-17,05:00:00,1,7,3,2,1,134,54
2025-04-17,06:00:00,1,7,3,2,0,135,49
2025-04-17,07:00:00,1,7,3,2,0,137,45
2025-04-17,08:00:00,1,7,3,2,0,138,44
2025-04-17,09:00:00,1,7,3,2,1,138,49
2025-04-17,10:00:00,2,8,3,3,2,138,97
2025-04-17,11:00:00,3,7,3,2,1,136,107
2025-04-17,12:00:00,3,6,3,1,1,133,112
2025-04-17,13:00:00,3,6,3,1,1,134,117
2025-04-17,14:00:00,3,6,3,1,1,133,118
2025-04-17,15:00:00,3,6,3,1,1,132,119
2025-04-17,16:00:00,3,6,3,1,1,135,120
2025-04-17,17:00:00,3,6,3,1,1,136,115
2025-04-17,18:00:00,3,6,3,1,1,138,110
2025-04-17,19:00:00,2,5,3,2,1,139,100
2025-04-17,20:00:00,2,5,3,3,1,141,87
2025-04-17,21:00:01,2,5,3,4,1,143,77
2025-04-17,22:00:00,2,5,3,5,1,141,69
2025-04-17,23:00:00,2,5,3,5,1,141,65
2025-04-18,00:00:00,2,6,3,4,1,139,65
2025-04-18,01:00:00,2,6,3,3,1,137,65
2025-04-18,02:00:00,2,7,3,2,1,136,64
2025-04-18,03:00:00,2,8,3,2,1,135,64
2025-04-18,04:00:00,2,9,3,2,1,134,63
2025-04-18,05:00:00,2,10,3,2,1,134,63
2025-04-18,06:00:00,2,12,4,2,1,135,65
2025-04-18,07:00:00,2,14,4,3,1,137,65
2025-04-18,08:00:00,2,16,4,3,1,139,64
2025-04-18,09:00:00,2,18,5,3,1,140,66
2025-04-18,10:00:00,2,24,6,3,3,145,81
2025-04-18,11:00:00,2,24,7,3,3,147,90
2025-04-18,12:00:00,2,22,7,3,3,147,98
2025-04-18,13:00:00,3,16,7,2,3,144,113
2025-04-18,14:00:00,3,12,6,1,2,138,118
2025-04-18,15:00:00,3,11,5,1,2,136,118
2025-04-18,16:00:00,3,11,6,1,2,138,117
2025-04-18,17:00:00,3,10,5,1,2,136,118
2025-04-18,18:00:00,3,10,5,2,2,137,111
2025-04-18,19:00:00,3,11,5,3,2,138,103
2025-04-18,20:00:00,2,11,5,4,2,140,96
2025-04-18,21:00:00,2,11,5,4,2,141,91
2025-04-18,22:00:00,2,10,5,3,2,138,87
2025-04-18,23:00:00,2,9,4,3,2,136,86
2025-04-19,00:00:00,2,8,4,2,2,134,86
2025-04-19,01:00:00,2,8,4,2,2,132,84
2025-04-19,02:00:00,2,9,4,2,1,132,83
2025-04-19,03:00:00,2,9,4,1,1,132,82
2025-04-19,04:00:00,2,10,4,1,1,132,82
2025-04-19,05:00:00,2,12,4,1,1,133,83
2025-04-19,06:00:00,2,13,5,1,1,135,84
2025-04-19,07:00:00,2,14,5,2,1,136,84
2025-04-19,08:00:00,2,16,6,2,1,137,84
2025-04-19,09:00:00,2,16,6,2,1,137,86
2025-04-19,10:00:00,2,17,6,1,2,137,95
2025-04-19,11:00:00,3,16,6,1,2,134,101
2025-04-19,12:00:00,3,16,6,1,2,132,106
2025-04-19,13:00:00,3,16,7,1,2,133,110
2025-04-19,14:00:00,3,16,7,1,2,133,111
2025-04-19,15:00:00,3,15,7,1,2,133,111
2025-04-19,16:00:00,3,14,6,1,1,133,111
2025-04-19,17:00:00,3,13,6,1,1,134,108
2025-04-19,18:00:00,3,13,6,1,1,133,104
2025-04-19,19:00:00,2,12,5,2,1,133,100
2025-04-19,20:00:00,2,12,5,2,1,133,95
2025-04-19,21:00:00,2,13,5,3,2,133,92
2025-04-19,22:00:00,2,14,5,3,2,133,89
2025-04-19,23:00:00,2,17,6,3,2,134,88
2025-04-20,00:00:00,2,21,7,2,2,135,88
2025-04-20,01:00:00,2,24,8,2,2,136,87
2025-04-20,02:00:00,2,25,8,2,2,136,86
2025-04-20,03:00:00,2,25,8,2,1,137,86
2025-04-20,04:00:00,2,25,8,2,1,137,85
2025-04-20,05:00:00,2,24,8,2,1,137,84
2025-04-20,06:00:00,2,23,8,2,1,138,84
2025-04-20,07:00:00,2,22,8,2,1,138,82
2025-04-20,08:00:00,2,21,8,2,1,137,81
2025-04-20,09:00:00,2,20,8,2,1,135,81
2025-04-20,10:00:00,2,19,8,2,2,134,87
2025-04-20,11:00:00,2,19,8,1,2,132,91
2025-04-20,12:00:00,2,19,8,1,2,130,96
2025-04-20,13:00:00,3,19,8,1,2,130,105
2025-04-20,14:00:00,3,18,8,1,2,128,109
2025-04-20,15:00:00,3,17,8,1,2,127,111
2025-04-20,16:00:00,3,17,8,1,2,128,111
2025-04-20,17:00:00,3,17,8,1,2,130,107
2025-04-20,18:00:00,3,16,7,1,1,130,101
2025-04-20,19:00:00,2,15,7,1,1,131,94
2025-04-20,20:00:00,2,13,6,1,1,132,86
2025-04-20,21:00:00,2,12,6,1,1,133,79
2025-04-20,22:00:00,2,10,5,1,0,131,69
2025-04-20,23:00:00,1,9,5,2,0,131,60
2025-04-21,00:00:00,1,10,5,2,0,130,56
2025-04-21,01:00:00,1,10,5,2,1,129,57
